Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,profit
SO9660,"Monday, January 6, 2020",Distributor,USD,17,179,30,1,453.90,324.21,129.69
SO9661,"Tuesday, May 19, 2020",Wholesale,USD,17,313,23,4,476.36,340.26,136.10
SO9662,"Thursday, January 16, 2020",Online,USD,11,165,26,10,437.94,312.82,125.13
SO9663,"Friday, February 7, 2020",Online,USD,1,286,31,9,560.25,400.18,160.07
SO9664,"Monday, January 27, 2020",Online,USD,23,323,37,2,391.31,279.51,111.80
SO9665,"Friday, January 3, 2020",Wholesale,USD,24,365,33,5,648.59,463.28,185.31
SO9666,"Thursday, March 26, 2020",Wholesale,USD,4,124,46,8,594.10,424.36,169.74
SO9667,"Sunday, May 10, 2020",Wholesale,USD,13,157,17,10,202.48,144.63,57.85
SO9668,"Friday, March 27, 2020",Distributor,USD,21,87,47,1,255.80,182.72,73.09
SO9669,"Friday, February 21, 2020",Distributor,USD,15,93,16,7,297.87,212.76,85.11
SO9670,"Wednesday, February 12, 2020",Wholesale,USD,4,299,29,8,536.26,383.04,153.22
SO9671,"Saturday, May 16, 2020",Distributor,USD,22,180,4,8,324.26,231.61,92.64
SO9672,"Monday, January 27, 2020",Wholesale,USD,1,305,8,6,170.94,122.10,48.84
SO9673,"Monday, April 6, 2020",Wholesale,USD,10,140,6,10,337.30,240.93,96.37
SO9674,"Saturday, February 22, 2020",Wholesale,USD,13,343,24,10,186.66,133.33,53.33
SO9675,"Saturday, January 18, 2020",Wholesale,USD,23,315,36,3,188.18,134.41,53.77
SO9676,"Saturday, March 21, 2020",Distributor,USD,24,290,11,3,251.00,179.29,71.71
SO9677,"Sunday, May 3, 2020",Distributor,USD,22,207,43,8,204.88,146.35,58.54
SO9678,"Wednesday, February 19, 2020",Distributor,USD,22,169,26,4,385.89,275.64,110.25
SO9679,"Thursday, May 14, 2020",Distributor,USD,19,112,41,6,309.84,221.31,88.52
SO9680,"Monday, February 17, 2020",Wholesale,USD,1,225,28,5,358.28,255.92,102.37
SO9681,"Wednesday, March 4, 2020",Online,USD,22,318,46,6,595.52,425.37,170.15
SO9682,"Thursday, May 14, 2020",In-Store,USD,2,187,2,4,207.80,148.43,59.37
SO9683,"Saturday, February 15, 2020",Distributor,USD,19,204,22,1,492.94,352.10,140.84
SO9684,"Saturday, January 11, 2020",In-Store,USD,26,342,44,1,486.71,347.65,139.06
SO9685,"Monday, February 24, 2020",Wholesale,USD,2,345,43,9,306.26,218.76,87.50
SO9686,"Friday, April 10, 2020",Distributor,USD,5,157,32,3,411.75,294.11,117.64
SO9687,"Friday, March 13, 2020",Wholesale,USD,1,226,22,8,494.74,353.38,141.35
SO9688,"Wednesday, February 12, 2020",Distributor,USD,11,198,10,10,268.62,191.87,76.75
SO9689,"Thursday, April 30, 2020",In-Store,USD,7,361,18,9,220.88,157.77,63.11
SO9690,"Saturday, March 7, 2020",In-Store,USD,12,348,33,5,507.05,362.18,144.87
SO9691,"Wednesday, January 22, 2020",Distributor,USD,22,131,17,5,315.61,225.44,90.18
SO9692,"Wednesday, March 25, 2020",Distributor,USD,6,237,42,10,610.90,436.36,174.54
SO9693,"Sunday, March 1, 2020",Distributor,USD,6,341,22,7,405.57,289.70,115.88
SO9694,"Wednesday, March 18, 2020",Distributor,USD,21,212,10,10,451.66,322.61,129.04
SO9695,"Tuesday, March 10, 2020",Wholesale,USD,16,123,41,4,614.02,438.59,175.44
SO9696,"Tuesday, February 4, 2020",In-Store,USD,4,144,27,2,446.25,318.75,127.50
SO9697,"Friday, May 1, 2020",In-Store,USD,8,334,2,1,336.00,240.00,96.00
SO9698,"Sunday, February 23, 2020",Distributor,USD,9,81,39,10,472.12,337.23,134.89
SO9699,"Thursday, January 16, 2020",Online,USD,20,320,7,3,240.61,171.86,68.75
SO9700,"Wednesday, January 8, 2020",Online,USD,12,228,30,5,623.82,445.59,178.24
SO9701,"Saturday, February 8, 2020",Online,USD,5,354,26,9,251.58,179.70,71.88
SO9702,"Tuesday, March 10, 2020",Wholesale,USD,13,36,30,4,507.81,362.72,145.09
SO9703,"Friday, April 3, 2020",In-Store,USD,8,141,2,5,410.59,293.28,117.31
SO9704,"Sunday, February 9, 2020",Wholesale,USD,2,327,13,7,410.00,292.86,117.14
SO9705,"Monday, April 6, 2020",Online,USD,19,356,41,8,630.94,450.67,180.27
SO9706,"Sunday, March 22, 2020",In-Store,USD,24,318,12,8,281.34,200.96,80.38
SO9707,"Saturday, May 23, 2020",Online,USD,7,354,35,3,484.42,346.02,138.41
SO9708,"Monday, May 4, 2020",Wholesale,USD,20,274,39,10,627.49,448.21,179.28
SO9709,"Friday, April 3, 2020",In-Store,USD,5,320,27,2,289.74,206.96,82.78
SO9710,"Thursday, May 14, 2020",Online,USD,26,6,13,1,496.29,354.50,141.80
SO9711,"Wednesday, February 12, 2020",Online,USD,14,75,24,6,386.66,276.19,110.48
SO9712,"Thursday, May 21, 2020",Distributor,USD,17,81,12,3,406.68,290.49,116.19
SO9713,"Tuesday, January 21, 2020",Distributor,USD,22,44,17,10,615.69,439.78,175.91
SO9714,"Wednesday, January 1, 2020",Online,USD,13,187,42,4,152.18,108.70,43.48
SO9715,"Saturday, January 25, 2020",Online,USD,25,100,39,3,645.13,460.81,184.32
SO9716,"Tuesday, May 5, 2020",In-Store,USD,25,227,42,8,575.18,410.84,164.34
SO9717,"Monday, January 13, 2020",Online,USD,12,137,38,7,409.75,292.68,117.07
SO9718,"Thursday, March 19, 2020",Wholesale,USD,9,248,38,10,497.60,355.43,142.17
SO9719,"Tuesday, April 28, 2020",Online,USD,17,91,36,4,551.29,393.78,157.51
SO9720,"Thursday, April 23, 2020",Wholesale,USD,4,188,22,6,158.65,113.32,45.33
SO9721,"Tuesday, February 11, 2020",In-Store,USD,8,168,10,10,371.72,265.51,106.20
SO9722,"Monday, February 17, 2020",Distributor,USD,25,128,14,6,591.76,422.68,169.07
SO9723,"Monday, March 23, 2020",Wholesale,USD,17,255,19,4,453.89,324.21,129.68
SO9724,"Friday, February 7, 2020",Wholesale,USD,26,12,20,2,521.92,372.80,149.12
SO9725,"Monday, April 6, 2020",In-Store,USD,12,209,43,4,195.96,139.97,55.99
SO9726,"Monday, May 18, 2020",Online,USD,11,93,33,1,506.10,361.50,144.60
SO9727,"Sunday, May 24, 2020",Online,USD,16,180,40,8,169.85,121.32,48.53
SO9728,"Sunday, April 12, 2020",Wholesale,USD,9,130,17,9,617.27,440.91,176.36
SO9729,"Saturday, April 11, 2020",Wholesale,USD,5,267,33,5,301.44,215.31,86.13
SO9730,"Sunday, January 19, 2020",Online,USD,8,242,1,2,643.33,459.52,183.81
SO9731,"Saturday, April 4, 2020",Online,USD,25,331,8,4,526.42,376.02,150.41
SO9732,"Monday, May 25, 2020",Distributor,USD,15,180,37,5,374.04,267.17,106.87
SO9733,"Thursday, January 23, 2020",In-Store,USD,18,171,22,6,179.97,128.55,51.42
SO9734,"Saturday, May 23, 2020",Distributor,USD,11,94,37,3,179.56,128.26,51.30
SO9735,"Friday, April 10, 2020",Wholesale,USD,7,337,38,1,519.56,371.11,148.44
SO9736,"Saturday, April 4, 2020",Wholesale,USD,25,105,10,3,205.42,146.73,58.69
SO9737,"Sunday, January 12, 2020",Wholesale,USD,23,297,13,7,376.73,269.09,107.64
SO9738,"Saturday, April 11, 2020",Online,USD,1,110,12,7,641.80,458.43,183.37
SO9739,"Sunday, February 2, 2020",Distributor,USD,20,302,6,3,609.55,435.39,174.16
SO9740,"Monday, January 6, 2020",In-Store,USD,15,255,20,8,640.59,457.56,183.03
SO9741,"Wednesday, May 13, 2020",Online,USD,24,165,20,7,588.04,420.03,168.01
SO9742,"Tuesday, February 18, 2020",Wholesale,USD,8,4,34,7,592.63,423.31,169.32
SO9743,"Friday, February 14, 2020",Online,USD,3,11,11,9,630.94,450.67,180.27
SO9744,"Monday, May 25, 2020",In-Store,USD,5,109,42,5,578.99,413.56,165.42
SO9745,"Thursday, May 14, 2020",Distributor,USD,9,82,47,1,389.39,278.14,111.26
SO9746,"Saturday, February 8, 2020",Wholesale,USD,21,75,11,7,460.20,328.71,131.48
SO9747,"Wednesday, May 13, 2020",In-Store,USD,18,57,2,10,332.65,237.60,95.04
SO9748,"Monday, February 10, 2020",Wholesale,USD,17,20,29,4,178.92,127.80,51.12
SO9749,"Sunday, May 31, 2020",In-Store,USD,24,293,28,2,589.68,421.20,168.48
SO9750,"Sunday, January 12, 2020",Distributor,USD,13,68,21,6,479.36,342.40,136.96
SO9751,"Wednesday, February 5, 2020",In-Store,USD,16,128,31,7,544.36,388.83,155.53
SO9752,"Wednesday, January 1, 2020",Online,USD,4,123,6,1,364.38,260.27,104.11
SO9753,"Wednesday, April 8, 2020",Online,USD,16,233,7,6,201.72,144.09,57.63
SO9754,"Sunday, April 26, 2020",Wholesale,USD,21,325,37,3,261.20,186.57,74.63
SO9755,"Wednesday, March 11, 2020",Wholesale,USD,16,317,44,5,460.18,328.70,131.48
SO9756,"Sunday, April 5, 2020",Distributor,USD,13,65,36,3,453.13,323.66,129.47
SO9757,"Sunday, January 5, 2020",In-Store,USD,20,68,12,9,552.05,394.32,157.73
SO9758,"Sunday, January 12, 2020",Wholesale,USD,4,97,38,10,491.69,351.20,140.48
SO9759,"Saturday, February 29, 2020",Wholesale,USD,18,332,11,8,558.52,398.94,159.58
SO9760,"Sunday, March 22, 2020",Distributor,USD,12,293,6,10,419.03,299.30,119.72
SO9761,"Saturday, March 21, 2020",In-Store,USD,13,128,26,5,497.93,355.66,142.27
SO9762,"Monday, January 27, 2020",Distributor,USD,9,342,39,8,246.64,176.17,70.47
SO9763,"Saturday, March 28, 2020",In-Store,USD,6,249,28,7,637.21,455.15,182.06
SO9764,"Monday, May 4, 2020",Wholesale,USD,18,138,46,5,273.59,195.42,78.17
SO9765,"Thursday, March 5, 2020",In-Store,USD,12,62,23,4,286.57,204.69,81.88
SO9766,"Thursday, March 19, 2020",In-Store,USD,19,23,42,5,443.93,317.09,126.84
SO9767,"Tuesday, April 14, 2020",Distributor,USD,10,274,1,4,478.93,342.09,136.84
SO9768,"Wednesday, February 12, 2020",Online,USD,17,16,4,3,574.86,410.62,164.25
SO9769,"Sunday, May 10, 2020",Distributor,USD,22,295,11,5,529.70,378.36,151.34
SO9770,"Friday, January 3, 2020",Online,USD,5,189,39,9,406.96,290.68,116.27
SO9771,"Sunday, January 12, 2020",Distributor,USD,13,217,4,6,641.84,458.45,183.38
SO9772,"Sunday, April 19, 2020",Distributor,USD,24,62,28,2,556.44,397.46,158.98
SO9773,"Thursday, January 2, 2020",Distributor,USD,11,258,40,7,301.31,215.22,86.09
SO9774,"Tuesday, March 3, 2020",Online,USD,15,84,32,2,565.31,403.79,161.52
SO9775,"Saturday, March 28, 2020",Distributor,USD,4,162,32,10,369.44,263.89,105.55
SO9776,"Wednesday, March 4, 2020",Distributor,USD,18,319,27,3,389.85,278.46,111.39
SO9777,"Sunday, March 29, 2020",Wholesale,USD,4,32,38,8,370.67,264.76,105.91
SO9778,"Tuesday, May 19, 2020",Wholesale,USD,9,322,16,5,270.76,193.40,77.36
SO9779,"Wednesday, April 1, 2020",Online,USD,2,133,10,3,635.77,454.12,181.65
SO9780,"Thursday, May 21, 2020",Wholesale,USD,15,284,31,3,566.08,404.34,161.74
SO9781,"Monday, March 16, 2020",Distributor,USD,23,231,33,10,548.58,391.85,156.74
SO9782,"Saturday, January 18, 2020",Distributor,USD,11,270,21,8,247.44,176.74,70.70
SO9783,"Monday, March 16, 2020",Online,USD,14,209,40,5,301.73,215.52,86.21
SO9784,"Monday, January 13, 2020",In-Store,USD,14,13,9,5,400.46,286.04,114.42
SO9785,"Monday, May 4, 2020",In-Store,USD,4,155,5,6,164.92,117.80,47.12
SO9786,"Sunday, January 12, 2020",Online,USD,8,310,23,1,157.30,112.36,44.94
SO9787,"Friday, January 10, 2020",Wholesale,USD,24,7,5,8,412.78,294.85,117.94
SO9788,"Thursday, February 6, 2020",Distributor,USD,7,224,19,7,169.68,121.20,48.48
SO9789,"Saturday, May 30, 2020",Distributor,USD,14,66,41,5,174.38,124.56,49.82
SO9790,"Thursday, April 30, 2020",Distributor,USD,17,141,14,7,298.81,213.44,85.38
SO9791,"Friday, March 6, 2020",Wholesale,USD,14,84,32,1,605.81,432.72,173.09
SO9792,"Saturday, May 9, 2020",In-Store,USD,15,278,45,7,368.17,262.98,105.19
SO9793,"Friday, February 14, 2020",Wholesale,USD,2,249,25,1,377.50,269.64,107.86
SO9794,"Monday, April 27, 2020",Wholesale,USD,18,118,25,1,424.94,303.53,121.41
SO9795,"Saturday, January 18, 2020",Wholesale,USD,20,130,27,1,150.24,107.31,42.93
SO9796,"Saturday, January 25, 2020",Online,USD,8,297,35,2,588.65,420.47,168.19
SO9797,"Tuesday, March 17, 2020",Online,USD,25,175,1,5,273.91,195.65,78.26
SO9798,"Tuesday, May 26, 2020",Online,USD,4,111,33,6,189.32,135.23,54.09
SO9799,"Monday, February 24, 2020",Distributor,USD,7,193,16,9,617.49,441.07,176.43
SO9800,"Wednesday, February 12, 2020",Wholesale,USD,5,72,40,7,531.99,379.99,152.00
SO9801,"Friday, May 15, 2020",Wholesale,USD,11,316,31,2,541.89,387.06,154.83
SO9802,"Monday, May 11, 2020",Wholesale,USD,16,290,11,7,218.72,156.23,62.49
SO9803,"Wednesday, April 15, 2020",Wholesale,USD,17,155,36,3,158.57,113.26,45.31
SO9804,"Saturday, February 29, 2020",In-Store,USD,6,256,40,7,641.22,458.01,183.20
SO9805,"Monday, March 2, 2020",In-Store,USD,2,14,12,6,635.08,453.63,181.45
SO9806,"Saturday, May 23, 2020",Online,USD,15,165,43,2,304.74,217.67,87.07
SO9807,"Wednesday, April 29, 2020",Distributor,USD,6,34,26,8,431.96,308.54,123.42
SO9808,"Saturday, February 22, 2020",Wholesale,USD,5,356,14,7,355.93,254.24,101.69
SO9809,"Tuesday, January 21, 2020",Wholesale,USD,7,225,32,9,512.54,366.10,146.44
SO9810,"Wednesday, February 12, 2020",Wholesale,USD,9,296,22,1,225.78,161.27,64.51
SO9811,"Monday, March 16, 2020",In-Store,USD,7,17,25,4,630.78,450.56,180.22
SO9812,"Friday, February 21, 2020",Distributor,USD,7,112,26,10,499.83,357.02,142.81
SO9813,"Saturday, May 30, 2020",In-Store,USD,19,98,25,4,490.00,350.00,140.00
SO9814,"Tuesday, March 3, 2020",Distributor,USD,22,41,25,4,193.24,138.03,55.21
SO9815,"Tuesday, February 4, 2020",Wholesale,USD,2,210,46,4,152.18,108.70,43.48
SO9816,"Wednesday, January 1, 2020",Online,USD,7,238,33,10,282.54,201.81,80.73
SO9817,"Tuesday, April 14, 2020",In-Store,USD,20,267,46,10,214.36,153.11,61.25
SO9818,"Saturday, March 21, 2020",In-Store,USD,19,186,32,1,420.95,300.68,120.27
SO9819,"Sunday, March 15, 2020",In-Store,USD,18,117,3,6,389.97,278.55,111.42
SO9820,"Friday, April 3, 2020",Online,USD,21,319,42,9,438.71,313.37,125.35
SO9821,"Thursday, May 21, 2020",Online,USD,5,352,8,8,268.48,191.77,76.71
SO9822,"Friday, May 8, 2020",Online,USD,21,147,46,8,318.89,227.78,91.11
SO9823,"Sunday, April 19, 2020",Distributor,USD,21,45,40,2,640.49,457.50,183.00
SO9824,"Wednesday, April 8, 2020",Distributor,USD,19,95,41,1,480.35,343.11,137.24
SO9825,"Sunday, May 10, 2020",In-Store,USD,23,231,25,10,394.18,281.56,112.62
SO9826,"Sunday, February 2, 2020",In-Store,USD,17,40,20,4,317.15,226.54,90.61
SO9827,"Sunday, March 1, 2020",Distributor,USD,18,32,12,9,646.80,462.00,184.80
SO9828,"Saturday, March 21, 2020",Wholesale,USD,26,119,30,10,583.37,416.69,166.68
SO9829,"Monday, April 27, 2020",Distributor,USD,14,293,23,5,345.53,246.81,98.72
SO9830,"Thursday, January 9, 2020",In-Store,USD,15,278,47,6,308.13,220.09,88.04
SO9831,"Tuesday, February 18, 2020",Wholesale,USD,16,336,20,3,262.03,187.16,74.87
SO9832,"Monday, April 6, 2020",In-Store,USD,17,285,28,6,593.44,423.89,169.56
SO9833,"Monday, January 13, 2020",In-Store,USD,15,325,22,7,366.33,261.66,104.67
SO9834,"Sunday, March 15, 2020",Online,USD,16,150,36,5,217.98,155.70,62.28
SO9835,"Monday, February 3, 2020",Online,USD,9,174,14,5,240.03,171.45,68.58
SO9836,"Tuesday, March 31, 2020",In-Store,USD,4,299,34,9,159.06,113.62,45.45
SO9837,"Saturday, March 14, 2020",Online,USD,8,317,3,8,289.89,207.06,82.82
SO9838,"Thursday, April 16, 2020",In-Store,USD,2,167,10,6,202.32,144.51,57.80
SO9839,"Saturday, March 28, 2020",In-Store,USD,2,236,21,7,646.26,461.62,184.65
SO9840,"Sunday, April 26, 2020",Online,USD,18,231,6,7,492.89,352.06,140.82
SO9841,"Sunday, March 8, 2020",In-Store,USD,13,261,25,4,267.05,190.75,76.30
SO9842,"Friday, April 3, 2020",In-Store,USD,3,100,43,9,466.16,332.97,133.19
SO9843,"Friday, April 17, 2020",Distributor,USD,12,135,7,5,395.97,282.83,113.13
SO9844,"Monday, January 6, 2020",Online,USD,7,67,38,2,246.31,175.94,70.37
SO9845,"Friday, May 15, 2020",In-Store,USD,24,45,22,9,617.46,441.04,176.42
SO9846,"Friday, April 24, 2020",In-Store,USD,16,34,23,1,207.17,147.98,59.19
SO9847,"Monday, January 13, 2020",Distributor,USD,23,4,32,1,424.50,303.21,121.29
SO9848,"Saturday, May 2, 2020",Wholesale,USD,12,75,32,4,527.28,376.63,150.65
SO9849,"Monday, January 27, 2020",Online,USD,11,166,32,6,303.06,216.47,86.59
SO9850,"Monday, March 2, 2020",Distributor,USD,9,56,30,6,191.06,136.47,54.59
SO9851,"Saturday, May 16, 2020",Distributor,USD,3,336,47,10,470.02,335.73,134.29
SO9852,"Tuesday, February 11, 2020",Online,USD,18,175,36,6,524.40,374.57,149.83
SO9853,"Thursday, February 6, 2020",Online,USD,4,341,28,10,536.87,383.48,153.39
SO9854,"Wednesday, January 1, 2020",Wholesale,USD,9,33,28,1,442.32,315.94,126.38
SO9855,"Thursday, May 21, 2020",Online,USD,4,88,20,8,490.37,350.26,140.10
SO9856,"Monday, May 25, 2020",In-Store,USD,23,124,41,10,270.24,193.03,77.21
SO9857,"Tuesday, January 21, 2020",Distributor,USD,21,37,22,3,501.02,357.87,143.15
SO9858,"Sunday, April 26, 2020",Distributor,USD,14,212,36,9,565.18,403.70,161.48
SO9859,"Sunday, March 29, 2020",Distributor,USD,5,12,39,2,201.18,143.70,57.48
SO9860,"Saturday, March 7, 2020",In-Store,USD,6,164,8,4,523.91,374.22,149.69
SO9861,"Thursday, April 9, 2020",Distributor,USD,17,197,12,7,203.96,145.69,58.27
SO9862,"Monday, March 30, 2020",Wholesale,USD,17,76,28,1,189.78,135.56,54.22
SO9863,"Wednesday, February 5, 2020",Wholesale,USD,2,208,44,3,242.32,173.08,69.23
SO9864,"Saturday, February 29, 2020",Online,USD,1,299,15,1,273.89,195.64,78.25
SO9865,"Thursday, February 20, 2020",Wholesale,USD,5,289,26,9,457.04,326.46,130.58
SO9866,"Tuesday, January 28, 2020",In-Store,USD,11,239,33,4,545.66,389.76,155.90
SO9867,"Saturday, May 2, 2020",Online,USD,20,332,42,4,463.49,331.07,132.43
SO9868,"Saturday, May 9, 2020",Online,USD,3,18,35,2,378.14,270.10,108.04
SO9869,"Monday, April 6, 2020",Wholesale,USD,15,214,32,7,471.25,336.61,134.64
SO9870,"Wednesday, March 11, 2020",Distributor,USD,22,10,17,1,649.45,463.89,185.56
SO9871,"Friday, April 3, 2020",Online,USD,9,273,3,5,339.15,242.25,96.90
SO9872,"Sunday, April 19, 2020",Distributor,USD,8,324,4,4,315.37,225.27,90.11
SO9873,"Wednesday, March 4, 2020",Distributor,USD,21,105,13,2,589.21,420.87,168.35
SO9874,"Saturday, February 1, 2020",Distributor,USD,24,205,46,10,631.81,451.29,180.52
SO9875,"Monday, March 2, 2020",Distributor,USD,20,176,9,6,510.60,364.72,145.89
SO9876,"Monday, March 23, 2020",In-Store,USD,4,344,47,3,572.68,409.06,163.62
SO9877,"Wednesday, April 1, 2020",In-Store,USD,21,219,44,7,633.48,452.49,181.00
SO9878,"Tuesday, May 19, 2020",Online,USD,13,168,6,8,179.64,128.31,51.32
SO9879,"Sunday, April 19, 2020",Distributor,USD,17,198,30,1,445.46,318.18,127.27
SO9880,"Friday, March 20, 2020",Distributor,USD,1,270,7,9,649.35,463.82,185.53
SO9881,"Monday, January 27, 2020",Distributor,USD,26,186,6,3,384.05,274.32,109.73
SO9882,"Thursday, May 28, 2020",Wholesale,USD,12,23,30,10,610.54,436.10,174.44
SO9883,"Tuesday, March 10, 2020",Distributor,USD,9,355,1,2,230.22,164.44,65.78
SO9884,"Saturday, April 25, 2020",In-Store,USD,10,356,27,2,191.90,137.07,54.83
SO9885,"Friday, February 21, 2020",Online,USD,20,183,24,7,181.09,129.35,51.74
SO9886,"Thursday, January 9, 2020",In-Store,USD,1,87,45,5,559.51,399.65,159.86
SO9887,"Friday, April 17, 2020",Distributor,USD,5,88,1,7,484.20,345.86,138.34
SO9888,"Sunday, May 3, 2020",Distributor,USD,4,8,1,7,254.49,181.78,72.71
SO9889,"Sunday, January 5, 2020",Online,USD,20,1,11,8,150.02,107.16,42.86
SO9890,"Sunday, April 19, 2020",Distributor,USD,15,1,40,9,307.92,219.94,87.98
SO9891,"Monday, May 4, 2020",In-Store,USD,10,128,19,2,394.65,281.89,112.76
SO9892,"Friday, March 6, 2020",In-Store,USD,16,262,41,1,175.41,125.29,50.12
SO9893,"Monday, March 23, 2020",Wholesale,USD,18,37,36,6,553.72,395.52,158.21
SO9894,"Thursday, February 20, 2020",Online,USD,7,160,11,9,225.66,161.19,64.48
SO9895,"Friday, April 24, 2020",Online,USD,8,51,25,6,386.14,275.82,110.33
SO9896,"Saturday, March 28, 2020",Online,USD,10,126,3,1,590.98,422.13,168.85
SO9897,"Wednesday, March 25, 2020",In-Store,USD,5,173,38,7,266.07,190.05,76.02
SO9898,"Sunday, February 2, 2020",Distributor,USD,10,293,16,8,340.67,243.33,97.33
SO9899,"Friday, April 3, 2020",Wholesale,USD,2,319,31,1,406.25,290.18,116.07
SO9900,"Wednesday, April 15, 2020",Wholesale,USD,19,343,21,3,562.59,401.85,160.74
SO9901,"Wednesday, February 12, 2020",In-Store,USD,5,221,23,8,380.71,271.94,108.78
SO9902,"Thursday, January 2, 2020",Distributor,USD,18,347,6,5,534.55,381.82,152.73
SO9903,"Monday, March 23, 2020",Distributor,USD,16,20,3,8,340.38,243.13,97.25
SO9904,"Wednesday, February 5, 2020",In-Store,USD,25,278,9,8,340.04,242.89,97.15
SO9905,"Monday, May 25, 2020",Online,USD,3,89,38,2,430.07,307.19,122.88
SO9906,"Friday, February 21, 2020",In-Store,USD,1,347,43,7,362.62,259.02,103.61
SO9907,"Tuesday, April 21, 2020",Wholesale,USD,10,197,40,10,551.97,394.27,157.71
SO9908,"Sunday, March 1, 2020",In-Store,USD,10,36,28,9,242.11,172.93,69.17
SO9909,"Friday, March 20, 2020",Online,USD,21,36,16,4,240.61,171.87,68.75
SO9910,"Tuesday, April 14, 2020",In-Store,USD,7,363,10,2,502.04,358.60,143.44
SO9911,"Wednesday, April 29, 2020",In-Store,USD,26,300,24,2,543.84,388.46,155.38
SO9912,"Monday, January 27, 2020",Wholesale,USD,3,99,8,4,163.38,116.70,46.68
SO9913,"Tuesday, March 31, 2020",Wholesale,USD,11,292,10,1,410.37,293.12,117.25
SO9914,"Sunday, March 22, 2020",Online,USD,8,191,45,4,317.29,226.63,90.65
SO9915,"Monday, February 17, 2020",Online,USD,14,232,16,3,249.85,178.46,71.39
SO9916,"Tuesday, March 31, 2020",In-Store,USD,13,323,38,3,208.36,148.83,59.53
SO9917,"Monday, April 6, 2020",Distributor,USD,13,26,15,2,406.68,290.48,116.19
SO9918,"Wednesday, April 29, 2020",Distributor,USD,19,228,40,7,560.88,400.63,160.25
SO9919,"Friday, April 17, 2020",Wholesale,USD,17,284,14,4,449.78,321.27,128.51
SO9920,"Thursday, February 6, 2020",In-Store,USD,13,126,16,10,448.75,320.53,128.21
SO9921,"Sunday, March 8, 2020",Online,USD,17,89,35,5,296.24,211.60,84.64
SO9922,"Saturday, February 22, 2020",Distributor,USD,2,246,45,7,187.29,133.78,53.51
SO9923,"Tuesday, February 11, 2020",In-Store,USD,12,70,9,1,303.49,216.78,86.71
SO9924,"Sunday, January 5, 2020",Wholesale,USD,16,240,13,5,305.04,217.89,87.15
SO9925,"Saturday, May 9, 2020",Distributor,USD,1,328,19,5,596.35,425.97,170.39
